age,no_of_respondents
60.3,200000
60.3,218000
60.3,222000
60,230000
52,200000
59,200000
55,210000
59,210000
52,225000
65,255000
60,463000
60,400000
90,400000
66,235000
91,470000
106,596000
101,662000
93,475000
92,430000
107,535000
95,655000
89,380000
104,412000
84,360000
84,365000
109,420000
121,520000
117,550000
135,690000
118,605000
122,660000
122,560000
144,810000
146,605000
47,223000
47,215100
82,280000
67,258000
66,257000
67,272000
70,262000
67,272000
67,261888
59,215000
67,280000
64,258000
69,288000
64,268000
64,258000
60,236000
67,262000
67,440000
67,365000
67,360000
67,345000
93,445000
93,425000
93,470800
103,470888
84,318000
108,425000
105,420000
93,420000
96,338000
103,375000
93,340000
94,380000
105,445000
116,465000
84,318000
105,380000
84,339000
105,504000
105,472000
101,495000
103,450000
104,358000
103,400000
93,335000
108,380000
92,440000
92,465000
92,475000
93,475000
92,468000
92,469888
92,415000
92,525000
92,444000
92,506880
95,463888
92,460000
95,535000
92,530000
95,550000
92,553888
92,550000
110,425000
122,495000
121,450000
122,595000
115,439000
115,458000
115,400000
115,410000
122,530000
132,515000
112,635000
112,685000
115,743000
115,670000
115,650000
112,680000
148,685000
148,625000
145,743888
150,650000
149,690000
149,645000
154,765000
142,720000
146,738000
151,683000
44,265000
47,266000
47,239999
74,260000
82,320000
67,268000
67,285000
68,240000
74,285000
68,255000
64,317000
68,250000
68,269000
72,242000
68,240000
67,210000
72,345000
91,355000
95,340000
97,300000
99,308000
87,482888
91,475000
90,395000
90,475000
120,620000
120,495000
120,515000
120,535000
122,550000
120,431500
126,445000
117,400000
114,330000
104,370000
110,430000
118,600000
118,500000
120,630000
157,620000
149,555000
144,650000
143,720000
144,818000
46,205000
60,234000
59,178000
59,215000
59,200000
68,318000
68,350000
65,220500
66,230000
74,235000
67,290000
75,255000
94,290000
75,285000
74,300000
67,272000
67,286000
67,280000
73,267000
73,245000
67,282000
67,375000
92,410888
93,416000
93,420000
93,441800
104,338000
103,330000
106,335000
90,300000
104,300000
104,313888
103,300000
103,328000
95,328000
103,410000
86,338000
85,385000
94,438000
91,330000
85,340000
91,412000
91,443888
90,395000
103,340000
104,348000
108,336000
102,343000
104,322000
104,325000
107,328000
104,305000
108,325000
108,295000
93,408000
93,360000
93,370000
89,438000
94,385000
94,450000
93,430000
93,405000
112,530000
110,350000
120,360000
121,380000
139,400000
122,480000
111,420000
121,362000
115,501388
113,370000
111,375000
111,400000
133,395000
133,418000
134,411000
139,452000
136,415000
111,465000
110,470000
110,468000
115,485000
110,535000
110,410000
110,520000
110,450000
110,492500
110,485000
110,438000
112,426000
112,425000
110,450000
115,468000
110,420000
110,460000
110,372888
110,400000
124,395000
126,385000
128,418000
128,350000
122,380000
122,408000
132,415000
110,480000
110,480000
112,466000
108,720000
105,650000
108,645000
108,695000
128,445000
116,470000
134,628000
149,585000
157,610000
132,570000
133,550000
132,545000
134,560000
130,490000
125,525000
130,538000
130,561888
130,528000
143,549000
145,445000
141,457000
48,185000
50,200000
68,290000
63,268000
63,248000
70,585000
70,630000
62,485000
59,271000
68,330000
56,195000
60,255000
60,250000
65,280000
65,295000
62,280000
60,316000
60,248000
59,250000
76,265000
66,270000
65,308000
66,270888
92,733000
83,455000
108,655000
103,485500
94,451000
123,613000
103,548000
84,540000
84,550000
90,648000
91,360000
91,380000
107,458000
87,290000
107,965000
119,910000
120,670000
120,535000
110,860000
110,760000
120,788888
118,675000
123,800000
121,530000
123,565000
141,800000
59,290000
65,330000
65,340000
65,380000
65,378000
76,485000
87,495000
88,478000
47,259000
47,250000
47,270000
66,270800
68,390000
104,400000
111,430000
104,430000
114,426000
113,455000
104,450000
84,360000
111,418000
103,362500
107,385000
107,430000
93,543000
93,520000
93,543000
93,515000
93,518000
93,542000
93,460000
93,538000
93,480000
93,525000
104,425000
104,400000
122,513888
121,515000
122,468000
138,490888
128,460000
123,460000
123,495000
126,460000
126,468000
113,690000
123,500000
113,628000
123,450000
123,540000
129,472500
126,490000
128,535000
124,535000
154,688000
148,610000
146,595000
143,580000
147,540000
148,760000
44,255000
46,245000
46,252000
46,236000
46,249000
65,300000
65,340000
70,318000
70,338000
68,348000
68,378888
68,325000
67,356000
67,438000
67,415000
68,375000
68,370000
68,350000
68,378000
68,380000
85,373000
90,485000
90,420000
90,440000
92,460000
90,420000
90,465000
92,450000
94,393000
93,480000
93,355000
93,430000
95,455000
94,465000
93,440000
90,335000
94,390000
93,422000
93,476000
93,456000
95,456000
92,410000
92,388000
93,520000
93,520000
95,465000
93,420000
93,453000
93,520000
92,385000
92,430888
92,378000
92,438000
93,490000
93,483000
93,445000
95,475000
93,475000
99,550000
93,488000
92,390000
93,510000
93,470000
93,548000
96,528000
92,468000
92,458000
96,548000
92,485000
98,513000
94,505000
93,495000
93,440000
90,415000
93,432000
93,525000
92,590000
92,450000
92,450000
92,485000
94,543888
92,518888
92,520000
92,506000
92,511000
93,498888
93,495000
92,535000
93,490000
92,511888
92,498888
93,500000
92,515000
92,400000
93,448000
93,500000
110,443800
110,438000
110,490000
114,475000
112,415000
110,440000
113,531000
110,453000
113,643000
110,455000
112,440000
110,460000
113,535000
110,428000
112,545000
110,442000
110,438000
112,540000
113,562888
113,460000
113,570000
116,622500
113,606000
113,548000
112,605000
128,520000
130,535000
129,500000
130,515000
128,520000
60,260000
60,273000
60,260000
60,245000
60,255000
60,248000
68,490000
68,245000
65,295000
65,318000
65,285000
65,290000
65,300000
65,350000
65,430000
65,313000
65,356000
65,372000
65,425000
67,260000
72,333000
60,248000
60,250000
60,242000
60,238000
69,565000
60,560000
106,700000
83,760000
95,660000
87,860000
104,695000
90,663000
90,660000
90,645000
85,728000
90,788000
117,750000
117,760000
132,850000
130,860000
155,890000
145,1030000
46,228000
46,218000
68,300000
68,330000
95,352000
93,406000
102,340000
93,400000
93,383000
93,398000
93,428000
93,395000
93,400000
93,418000
100,346000
95,375000
101,376000
101,320000
90,340000
90,327000
90,336000
111,439900
118,375000
111,380000
111,372000
110,365000
110,445000
121,449500
110,460000
110,425000
123,438000
110,438000
120,460000
110,380000
120,480000
110,395000
110,410000
110,405000
121,443000
111,388000
137,428888
125,534888
137,456888
130,488000
130,500000
44,236000
44,238000
46,245000
47,230000
47,240000
47,258000
67,325000
67,325000
67,347000
68,320000
67,350000
68,340000
68,360000
67,315000
69,348000
69,333000
92,483888
92,383000
92,486000
92,475000
93,370000
95,352000
92,445000
92,340000
92,475000
85,365000
92,458000
92,465000
90,362000
90,345000
93,460000
93,453000
92,480000
92,455000
92,380000
95,405000
92,600000
91,480000
90,380000
90,515000
92,580000
92,552000
90,583000
90,530000
100,400000
100,395000
102,368000
93,438888
93,437777
93,416000
93,416000
93,420000
93,425000
95,372000
92,425000
93,468888
92,470000
93,442000
93,414000
93,460000
93,460000
92,450000
93,434000
92,436000
92,405000
96,425000
95,335000
95,405000
92,415000
90,342000
94,438000
96,450888
92,418000
92,420000
94,456000
93,392888
100,390000
91,350000
90,369000
90,340000
95,360000
91,331000
100,358000
93,385000
93,525000
90,540000
92,580000
92,533000
92,565000
90,405000
90,380000
94,406000
92,415000
93,435000
92,428000
111,555000
111,608000
110,438000
110,488000
112,380000
111,391000
112,550000
110,458000
110,450000
110,405000
110,400000
110,425000
113,523000
112,560000
112,600000
112,550000
110,418000
110,410000
115,545000
110,445000
110,460000
115,412888
116,490000
116,450888
110,478000
116,419000
116,440000
121,420000
115,500000
114,420000
114,430000
113,515000
113,540000
112,550000
114,460000
112,563888
112,551000
113,580000
113,565000
113,590000
112,590000
113,543000
113,588888
113,598000
113,538888
113,575000
115,585000
113,555000
113,540000
115,495000
122,435000
110,405000
110,418000
110,378000
115,420000
115,428000
112,668000
110,550000
110,520000
110,498000
110,450000
111,550000
130,560000
130,595000
144,700000
135,545000
131,515000
140,598000
140,572000
64,360000
64,360000
70,245000
98,445000
104,595888
105,600000
89,490000
93,467000
95,470000
84,495000
84,413000
91,440000
98,345000
113,455000
100,363000
102,380000
121,668000
123,573800
121,465000
121,550000
124,535000
122,528000
122,450000
146,800000
151,788000
151,865000
148,612000
140,720000
143,640000
147,638000
146,620000
46,250000
69,345000
69,353000
69,382000
74,280000
67,421000
79,360000
74,321000
74,321000
74,300000
74,350000
67,355000
64,312000
68,370000
74,320000
64,283000
73,345000
74,315000
73,328888
74,312000
73,338000
94,645000
104,416888
104,438000
104,450000
84,368000
103,458000
104,415000
93,530000
104,390000
93,425000
91,376000
104,468000
93,555000
93,565000
93,518888
93,585000
93,575000
93,540000
84,675000
84,585000
83,648000
91,360000
103,450000
105,470000
91,370000
104,465000
105,438000
103,378888
91,345000
104,452000
105,377000
107,380888
100,435000
107,400000
84,428888
84,360000
104,395000
104,370000
100,412000
103,412000
104,385000
99,435000
103,412000
100,430000
100,410000
101,404000
101,438000
107,455000
84,355000
104,440000
104,415000
105,410000
111,735000
128,510000
122,510000
123,580000
122,555000
121,522000
124,568000
121,548000
113,638000
113,700000
113,671000
113,685888
114,808888
113,708000
113,700000
113,671000
113,672000
134,530000
126,552500
121,497000
125,555000
127,515000
127,525000
126,532000
129,498000
122,435000
122,400000
121,420000
119,510000
119,545000
124,545000
123,540000
120,538000
124,500000
125,485000
125,525000
120,565000
122,520000
122,540000
133,545000
146,755000
146,760000
144,682000
142,626000
143,615000
144,668000
147,635000
148,600000
147,708000
141,655000
141,605000
154,710000
146,680000
65,250000
66,225000
65,238000
68,275000
66,222000
70,625000
68,280000
66,224000
66,213500
66,190000
65,228000
65,225000
74,382000
64,378000
74,375000
74,385000
74,363888
67,222000
65,260000
65,240000
57,228000
103,380000
103,410000
103,430000
103,440000
104,500000
91,815000
91,805000
91,765000
86,650000
100,645000
85,560000
100,604898
106,580000
106,560000
82,328000
82,328000
93,410000
104,570000
103,610000
92,730000
81,355000
122,580000
110,950000
110,935000
110,810000
113,810000
122,828000
120,845000
114,480000
47,200000
47,228000
47,216000
74,230000
74,240000
65,215000
76,230000
65,240000
66,320000
66,275000
66,310000
60,223000
67,320000
67,308000
67,300000
67,315000
68,240000
67,270000
83,300000
83,292000
90,238000
90,218000
94,426000
93,385000
89,291000
91,300000
101,328000
91,310000
105,430000
102,340000
101,410000
100,350000
105,338000
101,345000
103,325000
102,336000
91,295000
102,350000
102,350000
100,323888
92,420000
102,325000
92,375000
92,345000
92,400000
92,354000
92,385000
93,333000
92,376000
92,350000
91,315000
91,377000
91,405000
91,340000
93,340000
100,350000
92,421888
92,405000
92,430000
100,340000
100,371000
100,358000
91,320000
92,320000
89,310000
103,323000
105,326500
105,337000
102,330000
90,367000
101,356000
101,355000
91,325000
93,308000
103,350000
83,295000
83,270000
84,285000
106,380000
106,348888
111,360000
111,365000
115,320000
121,345000
112,500000
112,500000
120,420000
124,525000
121,415000
126,405000
110,376000
122,412000
122,420000
121,395000
112,450000
126,435000
126,495000
128,530000
115,407000
117,385000
121,430000
122,405000
123,410000
119,440000
115,385000
110,403000
111,395000
110,384000
114,390000
110,387000
122,400000
121,435000
122,360000
122,375000
121,412000
128,415000
135,435000
158,520000
173,600000
166,644000
176,590000
177,650000
192,758000
141,578000
131,500000
144,653000
144,575000
142,540000
144,545000
163,745000
177,675000
189,730000
177,725000
192,730000
48,225000
48,225000
47,235000
47,225000
47,225000
47,250000
67,295000
67,316000
